candidate_id,customer_id,rm_id,product_code,need_signal,relationship_gap,wallet_share_proxy,digital_engagement_score,relationship_tenure_months,annual_turnover_try,employees,pd_12m,days_past_due,kyc_overdue_days,aml_alert_priority,beneficial_owner_complete,financials_fresh_flag,contact_permission,exporter_flag,importer_flag,size_band,sector,region,inflow_6m_try,outflow_6m_try,pos_volume_6m_try,payroll_6m_try,fx_inflow_6m_try,fx_outflow_6m_try,trade_flow_6m_try,average_deposit_balance_try,average_loan_balance_try,days_since_interaction,data_class,treatment_flag,propensity_probability,predicted_contact_uplift,reason_1,reason_2,reason_3,estimated_product_notional_try,gross_income_if_activated_try,funding_cost_if_activated_try,expected_loss_if_activated_try,allocated_capital_try,capital_charge_if_activated_try,servicing_cost_if_activated_try,risk_adjusted_profit_if_activated_try,raroc_if_activated,expected_incremental_profit_try,profitability_percentile,suppression_reason,eligible_flag,opportunity_score,policy_threshold_pass,recommendation_status,human_review_required,conversation_prompt,product_label,customer_rank_within_rm,monthly_contact_capacity,capacity_allocated_flag,work_status,task_id,task_sla_days,final_decision_owner,automated_sale_flag
OPP0002200,SME000059,RM015,POS_MERCHANT_ACQUIRING,0.566175,0.625000,0.383782,51.010000,96,48005705.950000,45,0.029945,0,72,NONE,True,False,True,False,False,SMALL,Retail Trade,Marmara,24894127.550000,19376722.580000,13990790.560000,9708090.400000,0.000000,0.000000,0.000000,1132457.348333,2477154.435000,166,DERIVED_ANALYTICS,1,0.331197,0.086685,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,27981581.120000,363760.550000,83944.740000,0.000000,167889.490000,30220.110000,5097.240000,244498.460000,1.456306,20774.360000,0.968743,,True,54.540000,True,MEDIUM_PRIORITY,False,"Discuss merchant collections, settlement speed and acquiring economics.",POS & Merchant Acquiring,20.000000,66,True,CONTACT_DUE,TASK000011,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0008794,SME000069,RM008,CASH_MANAGEMENT,0.703068,0.875000,0.058851,56.180000,43,122423932.950000,13,0.094398,15,0,NONE,True,False,True,False,False,SMALL,Hospitality,Marmara,72371933.230000,61998784.320000,34790107.320000,2892550.960000,0.000000,0.000000,0.000000,2646685.543333,6786474.711667,22,DERIVED_ANALYTICS,1,0.364946,0.064363,MATERIAL_BUSINESS_SCALE,STRONG_PRODUCT_NEED_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,123997568.640000,1363973.260000,371992.710000,0.000000,297594.160000,53566.950000,19499.640000,918913.960000,3.087809,58724.000000,0.994018,,True,59.580000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,9.000000,69,True,CONTACT_DUE,TASK000012,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0002214,SME000076,RM047,POS_MERCHANT_ACQUIRING,0.533188,0.875000,0.077420,40.640000,105,35396969.640000,20,0.030263,0,0,NONE,True,True,True,True,False,SMALL,Hospitality,Central Anatolia,19899517.980000,18742810.470000,11123193.840000,3627428.050000,5929240.270000,0.000000,3386051.140000,870761.231667,1940493.895000,256,DERIVED_ANALYTICS,1,0.300674,0.103084,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,22246387.680000,289203.040000,66739.160000,0.000000,133478.330000,24026.100000,4236.960000,194200.820000,1.454924,19599.080000,0.966049,,True,56.770000,True,MEDIUM_PRIORITY,False,"Discuss merchant collections, settlement speed and acquiring economics.",POS & Merchant Acquiring,8.000000,67,True,CONTACT_DUE,TASK000013,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0002215,SME000077,RM012,POS_MERCHANT_ACQUIRING,0.535093,0.625000,1.000000,54.000000,77,34136921.410000,27,0.024558,0,0,NONE,True,False,True,False,False,SMALL,Healthcare,Central Anatolia,19001520.930000,17311758.430000,9941890.140000,6108115.610000,0.000000,0.000000,0.000000,814136.758333,2188925.000000,235,DERIVED_ANALYTICS,1,0.352343,0.094561,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,19883780.280000,258489.140000,59651.340000,0.000000,119302.680000,21474.480000,3882.570000,173480.750000,1.454123,15984.510000,0.958773,,True,55.070000,True,MEDIUM_PRIORITY,False,"Discuss merchant collections, settlement speed and acquiring economics.",POS & Merchant Acquiring,15.000000,50,True,CONTACT_DUE,TASK000014,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0008801,SME000084,RM033,CASH_MANAGEMENT,0.535511,0.875000,1.000000,93.240000,28,9037058.920000,6,0.020867,0,0,NONE,True,True,True,True,True,MICRO,Manufacturing,Mediterranean,5195393.230000,4705434.420000,301934.140000,1273122.460000,1386391.710000,1196238.790000,1611812.470000,196856.121667,433438.231667,76,DERIVED_ANALYTICS,1,0.292043,0.136327,CROSS_BORDER_ACTIVITY,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,9410868.840000,103519.560000,28232.610000,0.000000,22586.090000,4065.500000,2311.630000,68909.820000,3.050985,8974.300000,0.928217,,True,58.850000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,6.000000,59,True,CONTACT_DUE,TASK000015,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0008802,SME000085,RM041,CASH_MANAGEMENT,0.940147,0.625000,1.000000,87.060000,84,212874758.020000,145,0.023468,0,0,NONE,True,True,True,True,False,MEDIUM,Retail Trade,Marmara,109906305.130000,89764596.350000,50030608.530000,29375432.790000,30731149.610000,0.000000,17304876.700000,3473581.830000,10702199.715000,133,DERIVED_ANALYTICS,1,0.752423,0.089401,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,STRONG_PRODUCT_NEED_SIGNAL,179529192.700000,1974821.120000,538587.580000,0.000000,430870.060000,77556.610000,27829.380000,1330847.550000,3.088745,118558.870000,0.999138,,True,77.040000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,1.000000,55,True,CONTACT_DUE,TASK000016,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0002221,SME000087,RM017,POS_MERCHANT_ACQUIRING,0.626008,0.625000,1.000000,90.820000,120,18314170.060000,27,0.031287,30,0,NONE,True,True,True,False,True,SMALL,Healthcare,Aegean,9743625.970000,9788002.930000,5661957.220000,5485795.700000,0.000000,3282562.550000,1920627.610000,362956.028333,999619.395000,73,DERIVED_ANALYTICS,1,0.547346,0.179888,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,HIGH_DIGITAL_ENGAGEMENT,11323914.440000,147210.890000,33971.740000,0.000000,67943.490000,12229.830000,2598.590000,98410.730000,1.448420,17282.870000,0.962115,,True,71.050000,True,MEDIUM_PRIORITY,False,"Discuss merchant collections, settlement speed and acquiring economics.",POS & Merchant Acquiring,2.000000,60,True,CONTACT_DUE,TASK000017,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0008805,SME000088,RM009,CASH_MANAGEMENT,0.673069,0.625000,1.000000,95.860000,47,32381795.820000,49,0.043585,0,0,NONE,True,True,True,False,False,SMALL,Hospitality,Marmara,16415545.960000,14407374.660000,8451538.600000,11827077.130000,0.000000,0.000000,0.000000,635148.648333,1842519.026667,118,DERIVED_ANALYTICS,1,0.441180,0.120756,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,28814749.320000,316962.240000,86444.250000,0.000000,69155.400000,12447.970000,5222.210000,212847.810000,3.077819,25282.630000,0.975049,,True,63.590000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,12.000000,69,True,CONTACT_DUE,TASK000018,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0008811,SME000098,RM021,CASH_MANAGEMENT,0.740162,0.625000,0.747875,76.150000,35,95289710.020000,75,0.012750,0,0,NONE,True,True,True,True,False,MEDIUM,Hospitality,Marmara,54345147.060000,45790546.620000,30776326.310000,13882924.650000,11744636.660000,0.000000,6995481.350000,1649314.241667,3295125.315000,227,DERIVED_ANALYTICS,1,0.526035,0.082508,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,91581093.240000,1007392.030000,274743.280000,0.000000,219794.620000,39563.030000,14637.160000,678448.560000,3.086739,55557.130000,0.993425,,True,64.670000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,5.000000,48,True,CONTACT_DUE,TASK000019,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0008813,SME000100,RM030,CASH_MANAGEMENT,0.621922,0.625000,1.000000,82.640000,34,34954305.640000,44,0.047135,0,0,MEDIUM,True,True,True,False,False,SMALL,Retail Trade,Central Anatolia,18697526.230000,15525381.070000,10703221.120000,9187184.140000,0.000000,0.000000,0.000000,610222.501667,2368494.551667,300,DERIVED_ANALYTICS,1,0.362486,0.109691,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,31050762.140000,341558.380000,93152.290000,0.000000,74521.830000,13413.930000,5557.610000,229434.550000,3.078756,24746.880000,0.974240,,True,58.940000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,13.000000,46,True,CONTACT_DUE,TASK000020,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0008816,SME000104,RM009,CASH_MANAGEMENT,0.546089,1.000000,0.000000,53.630000,113,54305394.380000,28,0.021355,0,0,NONE,True,True,True,False,False,SMALL,Manufacturing,Marmara,29752280.070000,25980210.820000,1332193.930000,5174739.230000,0.000000,0.000000,0.000000,1072657.973333,2130125.466667,4,DERIVED_ANALYTICS,1,0.318493,0.092386,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,51960421.640000,571564.640000,155881.260000,0.000000,124705.010000,22446.900000,8694.060000,384542.420000,3.083616,35106.460000,0.984318,,True,58.240000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,23.000000,69,True,CONTACT_DUE,TASK000021,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0002239,SME000110,RM047,POS_MERCHANT_ACQUIRING,0.538075,0.750000,0.054795,77.490000,127,14843914.540000,8,0.062683,0,0,NONE,True,True,True,False,False,MICRO,Healthcare,Central Anatolia,7292718.530000,6722164.560000,3638721.390000,1590762.780000,0.000000,0.000000,0.000000,262764.281667,808268.758333,18,DERIVED_ANALYTICS,1,0.437250,0.107098,ESTABLISHED_RELATIONSHIP,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,7277442.780000,94606.760000,21832.330000,0.000000,43664.660000,7859.640000,1991.620000,62923.170000,1.441055,6318.970000,0.908924,,True,59.330000,True,MEDIUM_PRIORITY,False,"Discuss merchant collections, settlement speed and acquiring economics.",POS & Merchant Acquiring,6.000000,67,True,CONTACT_DUE,TASK000022,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0008820,SME000111,RM025,CASH_MANAGEMENT,0.642117,0.625000,0.170674,82.290000,95,41596742.800000,28,0.031091,0,101,NONE,True,True,True,True,False,SMALL,Construction,Black Sea,21412129.490000,20359678.160000,644792.600000,5768926.730000,4842553.670000,0.000000,2981465.520000,536764.415000,1875628.110000,53,DERIVED_ANALYTICS,1,0.441456,0.090078,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,40719356.320000,447912.920000,122158.070000,0.000000,97726.460000,17590.760000,7007.900000,301156.190000,3.081624,26707.570000,0.976719,,True,60.190000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,1.000000,55,True,CONTACT_DUE,TASK000023,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0004629,SME000113,RM029,BUSINESS_CREDIT_CARD,0.889847,0.750000,1.000000,92.600000,97,133551099.690000,179,0.002000,0,77,NONE,True,True,True,True,False,MEDIUM,Healthcare,Marmara,71389939.570000,63223220.950000,28561008.990000,37230101.380000,20967673.640000,0.000000,11546036.970000,2587247.806667,7295126.700000,130,DERIVED_ANALYTICS,1,0.775494,0.102882,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,2403919.794420,101685.810000,37597.310000,686.560000,73559.950000,13240.790000,1260.590000,48900.560000,0.664772,4611.010000,0.889470,,True,77.160000,True,MEDIUM_PRIORITY,True,Review employee spending controls and short-term purchasing needs.,Business Credit Card,1.000000,56,True,CONTACT_DUE,TASK000024,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0008832,SME000135,RM002,CASH_MANAGEMENT,0.589028,0.500000,1.000000,68.210000,137,46537295.260000,30,0.025242,0,0,NONE,True,True,True,False,True,SMALL,Professional Services,Marmara,22974867.810000,21278668.920000,986785.550000,6164319.940000,0.000000,6586593.590000,3298351.140000,858433.520000,2207802.401667,50,DERIVED_ANALYTICS,1,0.419396,0.056976,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,42557337.840000,468130.720000,127672.010000,0.000000,102137.610000,18384.770000,7283.600000,314790.340000,3.082022,17515.500000,0.962707,,True,53.840000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,26.000000,57,True,CONTACT_DUE,TASK000025,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0008834,SME000137,RM041,CASH_MANAGEMENT,0.615820,0.750000,1.000000,69.590000,36,52064024.630000,49,0.084216,0,0,NONE,True,True,True,True,False,SMALL,Hospitality,Marmara,29740869.940000,25760880.950000,15706534.970000,10360557.900000,8209630.190000,0.000000,4691728.510000,855757.296667,3158615.085000,21,DERIVED_ANALYTICS,1,0.292432,0.125781,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,51521761.900000,566739.380000,154565.290000,0.000000,123652.230000,22257.400000,8628.260000,381288.430000,3.083555,47538.870000,0.990461,,True,59.550000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,15.000000,55,True,CONTACT_DUE,TASK000026,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0004649,SME000138,RM036,BUSINESS_CREDIT_CARD,0.799054,0.875000,1.000000,68.610000,81,247213327.830000,156,0.010946,0,0,NONE,True,True,True,True,True,MEDIUM,Technology,Marmara,139390620.860000,117838892.820000,5210519.230000,32300312.780000,39960628.130000,22794473.140000,35473826.230000,4606668.930000,14810434.543333,22,DERIVED_ANALYTICS,1,0.626291,0.058593,CROSS_BORDER_ACTIVITY,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,4449839.900940,188228.230000,69595.500000,6955.490000,136165.100000,24509.720000,1567.480000,85600.040000,0.628649,4595.560000,0.889200,,True,67.650000,True,MEDIUM_PRIORITY,True,Review employee spending controls and short-term purchasing needs.,Business Credit Card,4.000000,68,True,CONTACT_DUE,TASK000027,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0008837,SME000144,RM021,CASH_MANAGEMENT,0.516904,0.500000,1.000000,82.160000,134,12725499.780000,43,0.063433,0,0,NONE,True,True,True,False,False,SMALL,Construction,Marmara,7253353.060000,6960802.760000,388938.220000,8416446.750000,0.000000,0.000000,0.000000,264640.291667,812134.256667,48,DERIVED_ANALYTICS,1,0.359648,0.086460,ESTABLISHED_RELATIONSHIP,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,13921605.520000,153137.660000,41764.820000,0.000000,33411.850000,6014.130000,2988.240000,102370.470000,3.063897,8430.990000,0.924876,,True,52.310000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,22.000000,48,True,CONTACT_DUE,TASK000028,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0008838,SME000145,RM007,CASH_MANAGEMENT,0.757005,0.625000,1.000000,58.510000,43,162130424.900000,167,0.003542,0,72,NONE,True,True,True,False,True,MEDIUM,Healthcare,Central Anatolia,84686818.450000,69883619.490000,42911313.760000,40990299.000000,0.000000,14406494.030000,7302289.820000,3118629.958333,6764512.863333,309,DERIVED_ANALYTICS,1,0.541878,0.033874,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,139767238.980000,1537439.630000,419301.720000,0.000000,335441.370000,60379.450000,21865.090000,1035893.370000,3.088150,34670.280000,0.984048,,True,61.010000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,9.000000,57,True,CONTACT_DUE,TASK000029,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0008839,SME000148,RM039,CASH_MANAGEMENT,0.480119,0.875000,0.000000,77.460000,78,10911323.950000,3,0.062835,5,0,LOW,True,True,True,False,False,MICRO,Manufacturing,Eastern,6107638.450000,5544658.760000,215590.080000,607165.830000,0.000000,0.000000,0.000000,263668.300000,727091.488333,13,DERIVED_ANALYTICS,1,0.271787,0.085075,ESTABLISHED_RELATIONSHIP,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,11089317.520000,121982.490000,33267.950000,0.000000,26614.360000,4790.580000,2563.400000,81360.560000,3.057017,6501.740000,0.910379,,True,52.050000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,7.000000,47,True,CONTACT_DUE,TASK000030,10,AUTHORISED_RELATIONSHIP_MANAGER,False
