candidate_id,customer_id,rm_id,product_code,propensity_probability,predicted_contact_uplift,reason_1,reason_2,reason_3,data_class
OPP0000028,SME000041,RM036,WORKING_CAPITAL_LOAN,0.201811,-0.017276,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0000029,SME000042,RM026,WORKING_CAPITAL_LOAN,0.297984,-0.033528,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,ESTABLISHED_RELATIONSHIP,DERIVED_ANALYTICS
OPP0000030,SME000043,RM001,WORKING_CAPITAL_LOAN,0.172480,-0.020749,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000031,SME000044,RM022,WORKING_CAPITAL_LOAN,0.282109,0.019075,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0000032,SME000046,RM029,WORKING_CAPITAL_LOAN,0.333511,0.004217,ESTABLISHED_RELATIONSHIP,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000033,SME000047,RM026,WORKING_CAPITAL_LOAN,0.200755,-0.072172,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000034,SME000049,RM045,WORKING_CAPITAL_LOAN,0.124005,0.023696,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0000035,SME000050,RM029,WORKING_CAPITAL_LOAN,0.211112,0.009163,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000036,SME000052,RM017,WORKING_CAPITAL_LOAN,0.131223,0.009942,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000037,SME000053,RM021,WORKING_CAPITAL_LOAN,0.415925,-0.013501,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000038,SME000055,RM002,WORKING_CAPITAL_LOAN,0.361206,0.008344,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000039,SME000056,RM002,WORKING_CAPITAL_LOAN,0.225346,0.023176,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000040,SME000057,RM011,WORKING_CAPITAL_LOAN,0.188201,-0.057909,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000041,SME000058,RM016,WORKING_CAPITAL_LOAN,0.419431,-0.013379,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000042,SME000061,RM036,WORKING_CAPITAL_LOAN,0.258972,-0.011309,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000043,SME000063,RM004,WORKING_CAPITAL_LOAN,0.322090,0.019983,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0000044,SME000065,RM001,WORKING_CAPITAL_LOAN,0.372525,-0.044938,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000045,SME000067,RM045,WORKING_CAPITAL_LOAN,0.315214,0.066525,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000046,SME000068,RM046,WORKING_CAPITAL_LOAN,0.168498,-0.029719,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000047,SME000069,RM008,WORKING_CAPITAL_LOAN,0.232655,0.008947,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000048,SME000073,RM008,WORKING_CAPITAL_LOAN,0.141718,0.006097,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000049,SME000074,RM019,WORKING_CAPITAL_LOAN,0.278616,0.083828,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000050,SME000076,RM047,WORKING_CAPITAL_LOAN,0.228336,0.043965,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000051,SME000077,RM012,WORKING_CAPITAL_LOAN,0.302059,0.035441,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000052,SME000078,RM022,WORKING_CAPITAL_LOAN,0.192656,-0.070281,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,ESTABLISHED_RELATIONSHIP,DERIVED_ANALYTICS
OPP0000053,SME000081,RM023,WORKING_CAPITAL_LOAN,0.236406,-0.026252,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000054,SME000082,RM033,WORKING_CAPITAL_LOAN,0.128214,-0.013953,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,STRONG_PRODUCT_NEED_SIGNAL,DERIVED_ANALYTICS
OPP0000055,SME000083,RM040,WORKING_CAPITAL_LOAN,0.157529,-0.008969,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000056,SME000084,RM033,WORKING_CAPITAL_LOAN,0.185624,0.065161,CROSS_BORDER_ACTIVITY,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000057,SME000086,RM008,WORKING_CAPITAL_LOAN,0.120690,0.005761,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000058,SME000087,RM017,WORKING_CAPITAL_LOAN,0.330099,0.099678,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0000059,SME000088,RM009,WORKING_CAPITAL_LOAN,0.292078,0.051992,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000060,SME000090,RM008,WORKING_CAPITAL_LOAN,0.283319,0.012024,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000061,SME000091,RM029,WORKING_CAPITAL_LOAN,0.228358,-0.000599,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000062,SME000093,RM035,WORKING_CAPITAL_LOAN,0.173069,0.007257,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0000063,SME000096,RM035,WORKING_CAPITAL_LOAN,0.139013,-0.012747,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000064,SME000097,RM031,WORKING_CAPITAL_LOAN,0.182110,-0.035284,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0000065,SME000099,RM013,WORKING_CAPITAL_LOAN,0.221373,-0.012409,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,ESTABLISHED_RELATIONSHIP,DERIVED_ANALYTICS
OPP0000066,SME000102,RM038,WORKING_CAPITAL_LOAN,0.166342,0.018562,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,ESTABLISHED_RELATIONSHIP,DERIVED_ANALYTICS
OPP0000067,SME000103,RM046,WORKING_CAPITAL_LOAN,0.161290,0.046512,CROSS_BORDER_ACTIVITY,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000068,SME000104,RM009,WORKING_CAPITAL_LOAN,0.252750,0.036998,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000069,SME000106,RM002,WORKING_CAPITAL_LOAN,0.219659,-0.020174,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000070,SME000107,RM016,WORKING_CAPITAL_LOAN,0.240637,0.034526,CROSS_BORDER_ACTIVITY,HIGH_DIGITAL_ENGAGEMENT,ESTABLISHED_RELATIONSHIP,DERIVED_ANALYTICS
OPP0000071,SME000109,RM039,WORKING_CAPITAL_LOAN,0.458001,-0.043554,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0000072,SME000110,RM047,WORKING_CAPITAL_LOAN,0.324615,0.040202,ESTABLISHED_RELATIONSHIP,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000073,SME000111,RM025,WORKING_CAPITAL_LOAN,0.280124,0.026427,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000074,SME000112,RM047,WORKING_CAPITAL_LOAN,0.141197,-0.010631,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000075,SME000113,RM029,WORKING_CAPITAL_LOAN,0.475195,0.081882,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000076,SME000114,RM019,WORKING_CAPITAL_LOAN,0.153208,0.048104,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000077,SME000115,RM030,WORKING_CAPITAL_LOAN,0.193649,0.021636,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000078,SME000118,RM021,WORKING_CAPITAL_LOAN,0.200836,0.021924,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0000079,SME000119,RM021,WORKING_CAPITAL_LOAN,0.118485,-0.007616,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0000080,SME000120,RM029,WORKING_CAPITAL_LOAN,0.260575,-0.035653,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,ESTABLISHED_RELATIONSHIP,DERIVED_ANALYTICS
OPP0000081,SME000122,RM012,WORKING_CAPITAL_LOAN,0.206414,0.001963,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0000082,SME000123,RM029,WORKING_CAPITAL_LOAN,0.332348,-0.058400,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000083,SME000124,RM032,WORKING_CAPITAL_LOAN,0.443206,-0.047113,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000084,SME000125,RM035,WORKING_CAPITAL_LOAN,0.215492,0.001074,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000085,SME000126,RM012,WORKING_CAPITAL_LOAN,0.395908,0.051590,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000086,SME000127,RM001,WORKING_CAPITAL_LOAN,0.196917,0.000995,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0000087,SME000129,RM002,WORKING_CAPITAL_LOAN,0.187029,0.001447,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0000088,SME000131,RM036,WORKING_CAPITAL_LOAN,0.206080,0.012276,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000089,SME000134,RM010,WORKING_CAPITAL_LOAN,0.141406,-0.025703,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000090,SME000138,RM036,WORKING_CAPITAL_LOAN,0.420062,0.005579,CROSS_BORDER_ACTIVITY,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000091,SME000140,RM031,WORKING_CAPITAL_LOAN,0.254741,-0.054421,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000092,SME000142,RM014,WORKING_CAPITAL_LOAN,0.218195,-0.009809,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000093,SME000143,RM041,WORKING_CAPITAL_LOAN,0.206017,0.028871,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000094,SME000145,RM007,WORKING_CAPITAL_LOAN,0.337406,-0.020846,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000095,SME000146,RM004,WORKING_CAPITAL_LOAN,0.331042,0.044905,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000096,SME000147,RM020,WORKING_CAPITAL_LOAN,0.274074,0.061183,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0000097,SME000148,RM039,WORKING_CAPITAL_LOAN,0.256581,0.038357,ESTABLISHED_RELATIONSHIP,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000098,SME000149,RM034,WORKING_CAPITAL_LOAN,0.234365,0.031169,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000099,SME000152,RM038,WORKING_CAPITAL_LOAN,0.177476,0.036713,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000100,SME000153,RM021,WORKING_CAPITAL_LOAN,0.225382,0.008719,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0000101,SME000154,RM048,WORKING_CAPITAL_LOAN,0.194488,-0.016758,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000102,SME000155,RM037,WORKING_CAPITAL_LOAN,0.199617,0.050623,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0000103,SME000157,RM008,WORKING_CAPITAL_LOAN,0.373358,-0.004594,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0000104,SME000158,RM008,WORKING_CAPITAL_LOAN,0.246238,0.049149,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0000105,SME000159,RM030,WORKING_CAPITAL_LOAN,0.334398,-0.059811,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000106,SME000160,RM012,WORKING_CAPITAL_LOAN,0.230773,0.007611,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000107,SME000161,RM009,WORKING_CAPITAL_LOAN,0.160436,-0.004948,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000108,SME000163,RM012,WORKING_CAPITAL_LOAN,0.171915,0.015802,CROSS_BORDER_ACTIVITY,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000109,SME000166,RM007,WORKING_CAPITAL_LOAN,0.270249,-0.002776,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000110,SME000167,RM035,WORKING_CAPITAL_LOAN,0.108177,-0.010623,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000111,SME000168,RM042,WORKING_CAPITAL_LOAN,0.285174,0.054080,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000112,SME000170,RM017,WORKING_CAPITAL_LOAN,0.311073,0.037946,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000113,SME000171,RM015,WORKING_CAPITAL_LOAN,0.157534,0.014645,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000114,SME000172,RM019,WORKING_CAPITAL_LOAN,0.133376,-0.019157,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000115,SME000173,RM009,WORKING_CAPITAL_LOAN,0.256927,0.038915,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0000116,SME000178,RM022,WORKING_CAPITAL_LOAN,0.300665,-0.012342,ESTABLISHED_RELATIONSHIP,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0000117,SME000179,RM004,WORKING_CAPITAL_LOAN,0.192938,-0.023093,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
