customer_id,pd_12m,internal_rating,days_past_due,stage,kyc_review_due_date,aml_alert_priority,beneficial_owner_complete,financials_fresh_flag,data_class
SME000049,0.035653,R03,0,1,2025-12-30,NONE,True,False,CONTROLLED_SYNTHETIC
SME000050,0.041740,R03,60,2,2026-10-19,LOW,True,True,CONTROLLED_SYNTHETIC
SME000051,0.063817,R04,5,1,2026-08-09,NONE,True,True,CONTROLLED_SYNTHETIC
SME000052,0.084842,R05,60,2,2027-06-26,NONE,True,True,CONTROLLED_SYNTHETIC
SME000053,0.011688,R02,0,1,2026-07-08,NONE,True,False,CONTROLLED_SYNTHETIC
SME000054,0.029462,R03,5,1,2027-02-27,NONE,True,True,CONTROLLED_SYNTHETIC
SME000055,0.005271,R02,0,1,2027-08-08,NONE,True,True,CONTROLLED_SYNTHETIC
SME000056,0.072087,R05,0,1,2026-01-10,NONE,True,True,CONTROLLED_SYNTHETIC
SME000057,0.034499,R03,0,1,2026-05-24,NONE,False,True,CONTROLLED_SYNTHETIC
SME000058,0.024727,R03,0,1,2027-08-29,NONE,True,True,CONTROLLED_SYNTHETIC
SME000059,0.029945,R03,0,1,2026-06-09,NONE,True,False,CONTROLLED_SYNTHETIC
SME000060,0.047372,R04,0,1,2026-10-07,NONE,True,True,CONTROLLED_SYNTHETIC
SME000061,0.016686,R02,0,1,2026-08-31,LOW,True,True,CONTROLLED_SYNTHETIC
SME000062,0.035151,R03,0,1,2026-05-28,NONE,True,True,CONTROLLED_SYNTHETIC
SME000063,0.049569,R04,0,1,2026-02-02,NONE,True,True,CONTROLLED_SYNTHETIC
SME000064,0.043471,R03,0,1,2027-09-29,NONE,True,False,CONTROLLED_SYNTHETIC
SME000065,0.012960,R02,0,1,2027-05-02,NONE,True,True,CONTROLLED_SYNTHETIC
SME000066,0.027621,R03,0,1,2027-01-02,NONE,True,True,CONTROLLED_SYNTHETIC
SME000067,0.014371,R02,0,1,2026-12-14,NONE,True,True,CONTROLLED_SYNTHETIC
SME000068,0.039645,R03,0,1,2027-08-20,NONE,True,True,CONTROLLED_SYNTHETIC
SME000069,0.094398,R06,15,1,2027-01-25,NONE,True,False,CONTROLLED_SYNTHETIC
SME000070,0.065701,R04,15,1,2026-04-11,NONE,True,True,CONTROLLED_SYNTHETIC
SME000071,0.050018,R04,0,1,2026-08-31,NONE,True,True,CONTROLLED_SYNTHETIC
SME000072,0.028341,R03,15,1,2025-12-03,NONE,True,True,CONTROLLED_SYNTHETIC
SME000073,0.094347,R06,0,1,2026-02-03,NONE,True,True,CONTROLLED_SYNTHETIC
SME000074,0.002000,R02,30,2,2026-02-04,NONE,True,True,CONTROLLED_SYNTHETIC
SME000075,0.060730,R04,30,2,2026-12-18,NONE,True,True,CONTROLLED_SYNTHETIC
SME000076,0.030263,R03,0,1,2027-05-20,NONE,True,True,CONTROLLED_SYNTHETIC
SME000077,0.024558,R03,0,1,2027-08-07,NONE,True,False,CONTROLLED_SYNTHETIC
SME000078,0.067508,R04,5,1,2026-09-25,NONE,True,True,CONTROLLED_SYNTHETIC
SME000079,0.060566,R04,0,1,2026-06-27,NONE,True,True,CONTROLLED_SYNTHETIC
SME000080,0.017424,R02,0,1,2026-07-31,NONE,True,True,CONTROLLED_SYNTHETIC
SME000081,0.017051,R02,0,1,2026-02-20,NONE,True,True,CONTROLLED_SYNTHETIC
SME000082,0.045743,R04,0,1,2027-01-07,NONE,True,True,CONTROLLED_SYNTHETIC
SME000083,0.054054,R04,30,2,2026-05-14,NONE,True,True,CONTROLLED_SYNTHETIC
SME000084,0.020867,R02,0,1,2027-04-15,NONE,True,True,CONTROLLED_SYNTHETIC
SME000085,0.023468,R03,0,1,2027-03-02,NONE,True,True,CONTROLLED_SYNTHETIC
SME000086,0.070990,R05,0,1,2026-09-11,NONE,True,True,CONTROLLED_SYNTHETIC
SME000087,0.031287,R03,30,2,2027-04-28,NONE,True,True,CONTROLLED_SYNTHETIC
SME000088,0.043585,R03,0,1,2027-03-24,NONE,True,True,CONTROLLED_SYNTHETIC
SME000089,0.012293,R02,0,1,2026-01-02,NONE,True,True,CONTROLLED_SYNTHETIC
SME000090,0.025212,R03,0,1,2026-04-04,LOW,False,True,CONTROLLED_SYNTHETIC
SME000091,0.046122,R04,0,1,2026-08-24,LOW,True,True,CONTROLLED_SYNTHETIC
SME000092,0.007876,R02,0,1,2026-12-31,MEDIUM,True,False,CONTROLLED_SYNTHETIC
SME000093,0.046888,R04,0,1,2027-03-07,NONE,False,True,CONTROLLED_SYNTHETIC
SME000094,0.003807,R02,0,1,2026-07-12,NONE,True,True,CONTROLLED_SYNTHETIC
SME000095,0.040172,R03,0,1,2027-05-30,LOW,True,True,CONTROLLED_SYNTHETIC
SME000096,0.052887,R04,0,1,2026-11-24,NONE,True,True,CONTROLLED_SYNTHETIC
SME000097,0.058831,R04,30,2,2027-09-13,NONE,True,False,CONTROLLED_SYNTHETIC
SME000098,0.012750,R02,0,1,2027-04-30,NONE,True,True,CONTROLLED_SYNTHETIC
SME000099,0.023553,R03,0,1,2027-08-26,NONE,True,True,CONTROLLED_SYNTHETIC
SME000100,0.047135,R04,0,1,2027-02-08,MEDIUM,True,True,CONTROLLED_SYNTHETIC
SME000101,0.045967,R04,0,1,2026-05-08,NONE,True,True,CONTROLLED_SYNTHETIC
SME000102,0.009666,R02,0,1,2026-08-15,NONE,True,True,CONTROLLED_SYNTHETIC
SME000103,0.083312,R05,0,1,2026-06-10,NONE,True,True,CONTROLLED_SYNTHETIC
SME000104,0.021355,R02,0,1,2027-08-04,NONE,True,True,CONTROLLED_SYNTHETIC
SME000105,0.022273,R02,0,1,2026-08-19,NONE,True,True,CONTROLLED_SYNTHETIC
SME000106,0.059386,R04,0,1,2027-01-30,NONE,True,False,CONTROLLED_SYNTHETIC
SME000107,0.044040,R03,0,1,2026-08-01,NONE,True,True,CONTROLLED_SYNTHETIC
SME000108,0.018387,R02,5,1,2026-02-06,NONE,True,True,CONTROLLED_SYNTHETIC
SME000109,0.026905,R03,0,1,2026-01-29,NONE,True,True,CONTROLLED_SYNTHETIC
SME000110,0.062683,R04,0,1,2027-05-01,NONE,True,True,CONTROLLED_SYNTHETIC
SME000111,0.031091,R03,0,1,2026-05-11,NONE,True,True,CONTROLLED_SYNTHETIC
SME000112,0.060475,R04,5,1,2026-06-08,NONE,True,True,CONTROLLED_SYNTHETIC
SME000113,0.002000,R02,0,1,2026-06-04,NONE,True,True,CONTROLLED_SYNTHETIC
SME000114,0.018392,R02,0,1,2026-02-20,NONE,True,True,CONTROLLED_SYNTHETIC
SME000115,0.035679,R03,0,1,2027-02-21,NONE,True,True,CONTROLLED_SYNTHETIC
SME000116,0.028403,R03,15,1,2027-08-15,NONE,True,True,CONTROLLED_SYNTHETIC
SME000117,0.023502,R03,60,2,2027-07-09,LOW,True,True,CONTROLLED_SYNTHETIC
SME000118,0.034600,R03,0,1,2026-12-31,NONE,True,True,CONTROLLED_SYNTHETIC
SME000119,0.047846,R04,0,1,2027-06-21,NONE,True,True,CONTROLLED_SYNTHETIC
SME000120,0.024225,R03,0,1,2027-05-10,MEDIUM,True,True,CONTROLLED_SYNTHETIC
SME000121,0.050351,R04,60,2,2026-05-10,NONE,True,True,CONTROLLED_SYNTHETIC
SME000122,0.033780,R03,0,1,2026-07-23,NONE,True,False,CONTROLLED_SYNTHETIC
SME000123,0.017437,R02,0,1,2026-02-25,NONE,True,True,CONTROLLED_SYNTHETIC
SME000124,0.018180,R02,0,1,2026-02-12,NONE,True,True,CONTROLLED_SYNTHETIC
SME000125,0.031157,R03,0,1,2026-04-23,NONE,True,False,CONTROLLED_SYNTHETIC
SME000126,0.008533,R02,0,1,2026-02-06,NONE,True,True,CONTROLLED_SYNTHETIC
SME000127,0.101236,R06,0,1,2026-10-08,NONE,True,False,CONTROLLED_SYNTHETIC
SME000128,0.037706,R03,0,1,2026-05-12,NONE,True,True,CONTROLLED_SYNTHETIC
SME000129,0.064816,R04,0,1,2027-09-28,NONE,True,True,CONTROLLED_SYNTHETIC
SME000130,0.055452,R04,90,3,2026-01-16,NONE,True,True,CONTROLLED_SYNTHETIC
SME000131,0.056594,R04,0,1,2026-03-19,NONE,True,True,CONTROLLED_SYNTHETIC
SME000132,0.019341,R02,0,1,2026-05-18,NONE,True,True,CONTROLLED_SYNTHETIC
SME000133,0.023673,R03,5,1,2026-03-25,NONE,True,False,CONTROLLED_SYNTHETIC
SME000134,0.066262,R04,0,1,2026-11-21,NONE,True,True,CONTROLLED_SYNTHETIC
SME000135,0.025242,R03,0,1,2027-07-13,NONE,True,True,CONTROLLED_SYNTHETIC
SME000136,0.054761,R04,0,1,2026-07-07,NONE,True,True,CONTROLLED_SYNTHETIC
SME000137,0.084216,R05,0,1,2026-12-12,NONE,True,True,CONTROLLED_SYNTHETIC
SME000138,0.010946,R02,0,1,2027-06-30,NONE,True,True,CONTROLLED_SYNTHETIC
SME000139,0.033435,R03,5,1,2026-05-08,NONE,True,False,CONTROLLED_SYNTHETIC
SME000140,0.016336,R02,0,1,2026-09-08,NONE,True,True,CONTROLLED_SYNTHETIC
SME000141,0.106955,R06,30,2,2027-02-15,NONE,True,True,CONTROLLED_SYNTHETIC
SME000142,0.054294,R04,5,1,2026-10-26,NONE,True,False,CONTROLLED_SYNTHETIC
SME000143,0.058739,R04,0,1,2027-04-11,NONE,True,True,CONTROLLED_SYNTHETIC
SME000144,0.063433,R04,0,1,2027-08-12,NONE,True,True,CONTROLLED_SYNTHETIC
SME000145,0.003542,R02,0,1,2026-06-09,NONE,True,True,CONTROLLED_SYNTHETIC
SME000146,0.028455,R03,0,1,2027-05-21,NONE,True,True,CONTROLLED_SYNTHETIC
SME000147,0.044475,R03,0,1,2027-06-22,NONE,True,True,CONTROLLED_SYNTHETIC
SME000148,0.062835,R04,5,1,2027-01-21,LOW,True,True,CONTROLLED_SYNTHETIC
SME000149,0.035802,R03,0,1,2026-03-10,NONE,True,True,CONTROLLED_SYNTHETIC
SME000150,0.054668,R04,0,1,2026-09-07,NONE,True,True,CONTROLLED_SYNTHETIC
SME000151,0.045070,R03,5,1,2026-12-07,NONE,True,True,CONTROLLED_SYNTHETIC
SME000152,0.049680,R04,15,1,2026-08-12,NONE,True,True,CONTROLLED_SYNTHETIC
SME000153,0.071404,R05,0,1,2026-11-05,LOW,True,True,CONTROLLED_SYNTHETIC
SME000154,0.058804,R04,0,1,2027-07-11,NONE,True,True,CONTROLLED_SYNTHETIC
SME000155,0.040853,R03,0,1,2026-08-28,NONE,True,True,CONTROLLED_SYNTHETIC
SME000156,0.035424,R03,0,1,2026-07-27,NONE,True,True,CONTROLLED_SYNTHETIC
SME000157,0.028066,R03,0,1,2027-10-01,NONE,True,True,CONTROLLED_SYNTHETIC
SME000158,0.056306,R04,0,1,2026-04-13,NONE,True,True,CONTROLLED_SYNTHETIC
SME000159,0.034256,R03,0,1,2027-01-17,NONE,True,True,CONTROLLED_SYNTHETIC
SME000160,0.020027,R02,0,1,2027-04-22,NONE,True,True,CONTROLLED_SYNTHETIC
SME000161,0.041403,R03,0,1,2026-02-07,NONE,True,True,CONTROLLED_SYNTHETIC
SME000162,0.037752,R03,0,1,2026-08-12,NONE,True,True,CONTROLLED_SYNTHETIC
SME000163,0.029545,R03,0,1,2027-09-07,NONE,True,True,CONTROLLED_SYNTHETIC
SME000164,0.047472,R04,0,1,2026-04-02,NONE,True,False,CONTROLLED_SYNTHETIC
SME000165,0.020684,R02,0,1,2026-10-24,NONE,True,True,CONTROLLED_SYNTHETIC
SME000166,0.037524,R03,0,1,2027-08-01,NONE,True,True,CONTROLLED_SYNTHETIC
SME000167,0.068089,R04,0,1,2027-04-10,MEDIUM,True,False,CONTROLLED_SYNTHETIC
SME000168,0.043457,R03,0,1,2026-06-23,NONE,True,True,CONTROLLED_SYNTHETIC
SME000169,0.040533,R03,0,1,2027-05-10,NONE,True,True,CONTROLLED_SYNTHETIC
SME000170,0.026875,R03,0,1,2027-06-09,NONE,True,True,CONTROLLED_SYNTHETIC
SME000171,0.045846,R04,0,1,2026-09-14,NONE,True,True,CONTROLLED_SYNTHETIC
SME000172,0.068185,R05,0,1,2026-01-01,NONE,True,False,CONTROLLED_SYNTHETIC
SME000173,0.041076,R03,0,1,2026-08-31,NONE,True,True,CONTROLLED_SYNTHETIC
SME000174,0.005377,R02,15,1,2025-12-15,NONE,True,True,CONTROLLED_SYNTHETIC
SME000175,0.032505,R03,0,1,2026-11-01,NONE,True,True,CONTROLLED_SYNTHETIC
SME000176,0.069562,R05,0,1,2026-05-08,NONE,True,True,CONTROLLED_SYNTHETIC
SME000177,0.033459,R03,0,1,2027-05-15,NONE,True,True,CONTROLLED_SYNTHETIC
SME000178,0.051353,R04,0,1,2026-09-28,NONE,True,True,CONTROLLED_SYNTHETIC
SME000179,0.025970,R03,0,1,2025-12-27,NONE,True,True,CONTROLLED_SYNTHETIC
SME000180,0.027443,R03,0,1,2027-03-17,NONE,True,True,CONTROLLED_SYNTHETIC
SME000181,0.027043,R03,0,1,2026-09-06,NONE,True,True,CONTROLLED_SYNTHETIC
SME000182,0.028435,R03,0,1,2027-08-31,NONE,True,True,CONTROLLED_SYNTHETIC
SME000183,0.046694,R04,0,1,2026-11-13,NONE,True,False,CONTROLLED_SYNTHETIC
SME000184,0.027967,R03,0,1,2026-05-11,NONE,True,True,CONTROLLED_SYNTHETIC
SME000185,0.077633,R05,0,1,2027-04-02,NONE,True,True,CONTROLLED_SYNTHETIC
SME000186,0.072182,R05,0,1,2026-01-26,NONE,True,True,CONTROLLED_SYNTHETIC
SME000187,0.024245,R03,0,1,2026-09-21,NONE,True,False,CONTROLLED_SYNTHETIC
SME000188,0.036198,R03,0,1,2027-04-24,NONE,True,True,CONTROLLED_SYNTHETIC
SME000189,0.038984,R03,0,1,2026-10-11,NONE,True,False,CONTROLLED_SYNTHETIC
SME000190,0.038088,R03,0,1,2026-06-29,NONE,True,False,CONTROLLED_SYNTHETIC
SME000191,0.020645,R02,15,1,2027-03-20,NONE,True,True,CONTROLLED_SYNTHETIC
SME000192,0.040005,R03,60,2,2027-01-04,NONE,True,True,CONTROLLED_SYNTHETIC
SME000193,0.038639,R03,0,1,2026-02-26,NONE,False,True,CONTROLLED_SYNTHETIC
SME000194,0.042797,R03,0,1,2026-08-09,NONE,True,False,CONTROLLED_SYNTHETIC
SME000195,0.024680,R03,0,1,2026-11-08,NONE,True,True,CONTROLLED_SYNTHETIC
SME000196,0.069126,R05,0,1,2027-06-21,NONE,True,False,CONTROLLED_SYNTHETIC
SME000197,0.022645,R02,0,1,2026-10-18,LOW,True,True,CONTROLLED_SYNTHETIC
SME000198,0.015166,R02,0,1,2027-04-28,NONE,True,True,CONTROLLED_SYNTHETIC
SME000199,0.028624,R03,0,1,2027-09-07,NONE,True,True,CONTROLLED_SYNTHETIC
SME000200,0.031600,R03,0,1,2026-04-23,NONE,True,False,CONTROLLED_SYNTHETIC
SME000201,0.051174,R04,0,1,2026-04-07,LOW,True,True,CONTROLLED_SYNTHETIC
SME000202,0.015623,R02,0,1,2027-05-14,NONE,True,True,CONTROLLED_SYNTHETIC
SME000203,0.025384,R03,0,1,2026-05-11,NONE,True,True,CONTROLLED_SYNTHETIC
SME000204,0.042835,R03,0,1,2026-09-20,NONE,True,True,CONTROLLED_SYNTHETIC
SME000205,0.046123,R04,0,1,2025-12-24,NONE,True,True,CONTROLLED_SYNTHETIC
SME000206,0.048698,R04,0,1,2026-07-01,NONE,True,False,CONTROLLED_SYNTHETIC
SME000207,0.022558,R02,5,1,2026-02-13,NONE,True,True,CONTROLLED_SYNTHETIC
SME000208,0.021104,R02,5,1,2026-01-27,NONE,True,True,CONTROLLED_SYNTHETIC
SME000209,0.044171,R03,90,3,2027-09-25,NONE,True,True,CONTROLLED_SYNTHETIC
SME000210,0.048843,R04,0,1,2026-11-24,NONE,True,True,CONTROLLED_SYNTHETIC
SME000211,0.034722,R03,0,1,2027-05-02,NONE,True,True,CONTROLLED_SYNTHETIC
SME000212,0.038844,R03,0,1,2027-04-10,NONE,True,True,CONTROLLED_SYNTHETIC
SME000213,0.034233,R03,0,1,2026-10-19,NONE,True,True,CONTROLLED_SYNTHETIC
SME000214,0.038393,R03,0,1,2027-09-06,NONE,True,True,CONTROLLED_SYNTHETIC
SME000215,0.022536,R02,0,1,2027-02-28,NONE,True,True,CONTROLLED_SYNTHETIC
SME000216,0.054141,R04,0,1,2027-04-28,LOW,True,True,CONTROLLED_SYNTHETIC
SME000217,0.033756,R03,0,1,2026-08-22,NONE,True,True,CONTROLLED_SYNTHETIC
SME000218,0.012549,R02,0,1,2026-06-21,NONE,True,True,CONTROLLED_SYNTHETIC
SME000219,0.038040,R03,0,1,2025-12-14,NONE,True,True,CONTROLLED_SYNTHETIC
SME000220,0.053309,R04,0,1,2027-09-15,NONE,True,True,CONTROLLED_SYNTHETIC
SME000221,0.070699,R05,0,1,2026-04-11,NONE,True,True,CONTROLLED_SYNTHETIC
SME000222,0.029661,R03,0,1,2027-02-28,NONE,True,True,CONTROLLED_SYNTHETIC
SME000223,0.046886,R04,5,1,2027-04-07,NONE,True,True,CONTROLLED_SYNTHETIC
SME000224,0.032174,R03,0,1,2026-09-17,NONE,True,True,CONTROLLED_SYNTHETIC
SME000225,0.002000,R02,0,1,2026-05-22,NONE,True,True,CONTROLLED_SYNTHETIC
SME000226,0.034357,R03,0,1,2026-10-04,MEDIUM,True,True,CONTROLLED_SYNTHETIC
SME000227,0.052934,R04,0,1,2026-06-10,NONE,True,True,CONTROLLED_SYNTHETIC
SME000228,0.106741,R06,0,1,2027-07-25,NONE,True,True,CONTROLLED_SYNTHETIC
SME000229,0.016418,R02,5,1,2027-04-20,NONE,True,True,CONTROLLED_SYNTHETIC
SME000230,0.027034,R03,0,1,2026-08-05,NONE,True,False,CONTROLLED_SYNTHETIC
SME000231,0.007439,R02,0,1,2026-11-09,NONE,True,True,CONTROLLED_SYNTHETIC
SME000232,0.076232,R05,15,1,2026-07-27,LOW,True,True,CONTROLLED_SYNTHETIC
SME000233,0.023006,R03,0,1,2026-12-03,NONE,True,True,CONTROLLED_SYNTHETIC
SME000234,0.010644,R02,0,1,2026-06-19,NONE,True,False,CONTROLLED_SYNTHETIC
SME000235,0.045055,R03,15,1,2027-10-08,NONE,True,True,CONTROLLED_SYNTHETIC
SME000236,0.056234,R04,0,1,2027-08-17,NONE,True,True,CONTROLLED_SYNTHETIC
SME000237,0.053920,R04,0,1,2025-12-26,NONE,True,True,CONTROLLED_SYNTHETIC
SME000238,0.015815,R02,0,1,2026-04-05,NONE,True,True,CONTROLLED_SYNTHETIC
SME000239,0.058187,R04,0,1,2027-02-02,NONE,True,True,CONTROLLED_SYNTHETIC
SME000240,0.008136,R02,0,1,2026-11-09,LOW,True,True,CONTROLLED_SYNTHETIC
SME000241,0.029309,R03,0,1,2026-10-24,NONE,True,True,CONTROLLED_SYNTHETIC
SME000242,0.055249,R04,0,1,2026-07-07,NONE,False,True,CONTROLLED_SYNTHETIC
SME000243,0.053122,R04,0,1,2026-09-13,NONE,True,True,CONTROLLED_SYNTHETIC
SME000244,0.071725,R05,0,1,2027-05-19,NONE,True,True,CONTROLLED_SYNTHETIC
SME000245,0.030559,R03,0,1,2026-06-16,NONE,True,True,CONTROLLED_SYNTHETIC
SME000246,0.089569,R05,0,1,2025-12-18,NONE,True,True,CONTROLLED_SYNTHETIC
SME000247,0.067677,R04,0,1,2027-01-27,NONE,True,True,CONTROLLED_SYNTHETIC
SME000248,0.044509,R03,15,1,2026-09-17,MEDIUM,True,True,CONTROLLED_SYNTHETIC
SME000249,0.065914,R04,0,1,2027-05-25,NONE,False,True,CONTROLLED_SYNTHETIC
SME000250,0.014916,R02,0,1,2027-05-26,NONE,True,True,CONTROLLED_SYNTHETIC
SME000251,0.054634,R04,15,1,2027-08-26,NONE,True,True,CONTROLLED_SYNTHETIC
SME000252,0.048324,R04,0,1,2026-07-21,NONE,True,True,CONTROLLED_SYNTHETIC
SME000253,0.060121,R04,0,1,2026-10-07,NONE,False,True,CONTROLLED_SYNTHETIC
SME000254,0.013852,R02,60,2,2026-11-07,NONE,True,True,CONTROLLED_SYNTHETIC
SME000255,0.047645,R04,0,1,2027-04-03,NONE,True,True,CONTROLLED_SYNTHETIC
SME000256,0.044817,R03,15,1,2026-02-21,NONE,True,True,CONTROLLED_SYNTHETIC
SME000257,0.057550,R04,30,2,2026-11-06,NONE,True,True,CONTROLLED_SYNTHETIC
SME000258,0.041712,R03,0,1,2027-10-05,NONE,True,True,CONTROLLED_SYNTHETIC
SME000259,0.025036,R03,5,1,2026-06-26,NONE,True,True,CONTROLLED_SYNTHETIC
SME000260,0.043953,R03,0,1,2027-04-27,NONE,True,True,CONTROLLED_SYNTHETIC
SME000261,0.046051,R04,0,1,2026-08-29,NONE,True,True,CONTROLLED_SYNTHETIC
SME000262,0.026507,R03,0,1,2027-07-07,NONE,True,True,CONTROLLED_SYNTHETIC
SME000263,0.060350,R04,5,1,2026-09-10,NONE,True,True,CONTROLLED_SYNTHETIC
SME000264,0.060916,R04,15,1,2025-12-23,NONE,True,True,CONTROLLED_SYNTHETIC
SME000265,0.052337,R04,0,1,2026-07-02,NONE,True,True,CONTROLLED_SYNTHETIC
SME000266,0.079040,R05,0,1,2027-06-09,NONE,True,True,CONTROLLED_SYNTHETIC
SME000267,0.037480,R03,0,1,2025-12-16,NONE,True,False,CONTROLLED_SYNTHETIC
SME000268,0.031699,R03,0,1,2027-04-17,NONE,True,False,CONTROLLED_SYNTHETIC
SME000269,0.007727,R02,0,1,2027-01-11,NONE,True,True,CONTROLLED_SYNTHETIC
SME000270,0.055598,R04,0,1,2026-01-17,NONE,False,True,CONTROLLED_SYNTHETIC
SME000271,0.070018,R05,0,1,2027-05-11,NONE,True,True,CONTROLLED_SYNTHETIC
SME000272,0.082452,R05,30,2,2026-03-18,NONE,True,True,CONTROLLED_SYNTHETIC
SME000273,0.056558,R04,0,1,2027-03-28,NONE,True,True,CONTROLLED_SYNTHETIC
SME000274,0.008280,R02,5,1,2026-04-02,NONE,True,True,CONTROLLED_SYNTHETIC
SME000275,0.051634,R04,15,1,2027-04-24,NONE,True,True,CONTROLLED_SYNTHETIC
SME000276,0.045367,R03,0,1,2025-12-05,NONE,True,True,CONTROLLED_SYNTHETIC
SME000277,0.093513,R06,0,1,2027-08-04,LOW,True,True,CONTROLLED_SYNTHETIC
SME000278,0.022664,R02,60,2,2027-01-15,NONE,True,True,CONTROLLED_SYNTHETIC
SME000279,0.064678,R04,0,1,2027-01-15,LOW,True,True,CONTROLLED_SYNTHETIC
SME000280,0.016079,R02,15,1,2025-12-16,NONE,True,True,CONTROLLED_SYNTHETIC
SME000281,0.026018,R03,0,1,2026-05-17,NONE,True,True,CONTROLLED_SYNTHETIC
SME000282,0.035835,R03,0,1,2025-12-05,NONE,True,True,CONTROLLED_SYNTHETIC
