holding_id,customer_id,product_code,opened_date,exposure_try,annual_gross_income_try,active_flag,data_class
H0000098,SME000286,WORKING_CAPITAL_LOAN,2026-01-29,998521.050000,32340.140000,True,CONTROLLED_SYNTHETIC
H0000099,SME000291,WORKING_CAPITAL_LOAN,2025-10-21,2654202.620000,55143.790000,True,CONTROLLED_SYNTHETIC
H0000100,SME000295,WORKING_CAPITAL_LOAN,2021-07-12,7678747.220000,93009.050000,True,CONTROLLED_SYNTHETIC
H0000101,SME000296,WORKING_CAPITAL_LOAN,2021-08-06,2312973.710000,69653.230000,True,CONTROLLED_SYNTHETIC
H0000102,SME000300,WORKING_CAPITAL_LOAN,2023-10-11,2570887.670000,47825.160000,True,CONTROLLED_SYNTHETIC
H0000103,SME000303,WORKING_CAPITAL_LOAN,2020-10-08,2761884.670000,91995.660000,True,CONTROLLED_SYNTHETIC
H0000104,SME000304,WORKING_CAPITAL_LOAN,2025-11-24,6891505.720000,52104.030000,True,CONTROLLED_SYNTHETIC
H0000105,SME000305,WORKING_CAPITAL_LOAN,2025-12-03,3259321.760000,131897.350000,True,CONTROLLED_SYNTHETIC
H0000106,SME000306,WORKING_CAPITAL_LOAN,2022-04-14,4080661.700000,108129.520000,True,CONTROLLED_SYNTHETIC
H0000107,SME000307,WORKING_CAPITAL_LOAN,2023-07-30,9704376.770000,100342.210000,True,CONTROLLED_SYNTHETIC
H0000108,SME000310,WORKING_CAPITAL_LOAN,2020-04-22,5683515.480000,148645.830000,True,CONTROLLED_SYNTHETIC
H0000109,SME000314,WORKING_CAPITAL_LOAN,2025-01-09,820732.700000,16170.620000,True,CONTROLLED_SYNTHETIC
H0000110,SME000320,WORKING_CAPITAL_LOAN,2020-05-06,3162467.700000,102003.100000,True,CONTROLLED_SYNTHETIC
H0000111,SME000322,WORKING_CAPITAL_LOAN,2021-11-16,2567738.820000,90145.490000,True,CONTROLLED_SYNTHETIC
H0000112,SME000325,WORKING_CAPITAL_LOAN,2026-03-24,597335.140000,9772.370000,True,CONTROLLED_SYNTHETIC
H0000113,SME000327,WORKING_CAPITAL_LOAN,2020-05-05,10149482.360000,209169.820000,True,CONTROLLED_SYNTHETIC
H0000114,SME000328,WORKING_CAPITAL_LOAN,2021-09-30,28379372.700000,862510.690000,True,CONTROLLED_SYNTHETIC
H0000115,SME000336,WORKING_CAPITAL_LOAN,2024-04-16,599394.450000,19847.430000,True,CONTROLLED_SYNTHETIC
H0000116,SME000338,WORKING_CAPITAL_LOAN,2022-03-12,634309.550000,24214.130000,True,CONTROLLED_SYNTHETIC
H0000117,SME000339,WORKING_CAPITAL_LOAN,2026-01-24,35398923.160000,1685138.460000,True,CONTROLLED_SYNTHETIC
H0000118,SME000350,WORKING_CAPITAL_LOAN,2021-07-18,3677920.950000,97941.160000,True,CONTROLLED_SYNTHETIC
H0000119,SME000352,WORKING_CAPITAL_LOAN,2020-08-22,6918510.960000,187109.250000,True,CONTROLLED_SYNTHETIC
H0000120,SME000354,WORKING_CAPITAL_LOAN,2021-06-16,888029.410000,32672.740000,True,CONTROLLED_SYNTHETIC
H0000121,SME000355,WORKING_CAPITAL_LOAN,2022-02-13,1238946.020000,42957.320000,True,CONTROLLED_SYNTHETIC
H0000122,SME000362,WORKING_CAPITAL_LOAN,2020-04-16,327833.850000,2908.030000,True,CONTROLLED_SYNTHETIC
H0000123,SME000366,WORKING_CAPITAL_LOAN,2021-10-21,356483.820000,5741.160000,True,CONTROLLED_SYNTHETIC
H0000124,SME000368,WORKING_CAPITAL_LOAN,2025-11-25,5334748.210000,34769.900000,True,CONTROLLED_SYNTHETIC
H0000125,SME000369,WORKING_CAPITAL_LOAN,2024-01-28,10151571.980000,263640.810000,True,CONTROLLED_SYNTHETIC
H0000126,SME000372,WORKING_CAPITAL_LOAN,2024-08-27,18541978.680000,76062.640000,True,CONTROLLED_SYNTHETIC
H0000127,SME000376,WORKING_CAPITAL_LOAN,2023-05-08,578789.380000,25721.320000,True,CONTROLLED_SYNTHETIC
H0000128,SME000377,WORKING_CAPITAL_LOAN,2022-03-01,4574002.840000,213079.800000,True,CONTROLLED_SYNTHETIC
H0000129,SME000380,WORKING_CAPITAL_LOAN,2024-07-29,458296.650000,23775.110000,True,CONTROLLED_SYNTHETIC
H0000130,SME000389,WORKING_CAPITAL_LOAN,2024-06-05,4030794.200000,140233.760000,True,CONTROLLED_SYNTHETIC
H0000131,SME000391,WORKING_CAPITAL_LOAN,2025-12-30,733365.100000,26921.570000,True,CONTROLLED_SYNTHETIC
H0000132,SME000403,WORKING_CAPITAL_LOAN,2023-01-02,5403346.310000,271267.290000,True,CONTROLLED_SYNTHETIC
H0000133,SME000405,WORKING_CAPITAL_LOAN,2025-06-12,2211474.670000,46709.940000,True,CONTROLLED_SYNTHETIC
H0000134,SME000407,WORKING_CAPITAL_LOAN,2021-07-20,5011778.940000,43020.410000,True,CONTROLLED_SYNTHETIC
H0000135,SME000408,WORKING_CAPITAL_LOAN,2024-04-02,3325811.850000,14177.310000,True,CONTROLLED_SYNTHETIC
H0000136,SME000409,WORKING_CAPITAL_LOAN,2026-05-09,1385555.980000,16560.630000,True,CONTROLLED_SYNTHETIC
H0000137,SME000412,WORKING_CAPITAL_LOAN,2022-09-27,1670925.040000,63290.120000,True,CONTROLLED_SYNTHETIC
H0000138,SME000413,WORKING_CAPITAL_LOAN,2023-06-11,2057266.850000,31856.030000,True,CONTROLLED_SYNTHETIC
H0000139,SME000418,WORKING_CAPITAL_LOAN,2023-02-23,7141407.080000,102950.920000,True,CONTROLLED_SYNTHETIC
H0000140,SME000421,WORKING_CAPITAL_LOAN,2020-11-08,3190958.630000,116942.020000,True,CONTROLLED_SYNTHETIC
H0000141,SME000427,WORKING_CAPITAL_LOAN,2023-01-24,1153916.150000,17959.380000,True,CONTROLLED_SYNTHETIC
H0000142,SME000431,WORKING_CAPITAL_LOAN,2024-01-25,476007.590000,24268.440000,True,CONTROLLED_SYNTHETIC
H0000143,SME000434,WORKING_CAPITAL_LOAN,2025-01-04,9108247.630000,348393.800000,True,CONTROLLED_SYNTHETIC
H0000144,SME000439,WORKING_CAPITAL_LOAN,2026-04-24,1324845.720000,22895.860000,True,CONTROLLED_SYNTHETIC
H0000145,SME000441,WORKING_CAPITAL_LOAN,2021-07-07,1460856.970000,74940.970000,True,CONTROLLED_SYNTHETIC
H0000146,SME000443,WORKING_CAPITAL_LOAN,2021-03-05,880979.960000,6635.520000,True,CONTROLLED_SYNTHETIC
H0000147,SME000448,WORKING_CAPITAL_LOAN,2020-09-30,4265512.120000,120870.940000,True,CONTROLLED_SYNTHETIC
H0000148,SME000450,WORKING_CAPITAL_LOAN,2020-07-17,7752486.430000,113745.910000,True,CONTROLLED_SYNTHETIC
H0000149,SME000455,WORKING_CAPITAL_LOAN,2026-02-01,25965958.880000,827699.250000,True,CONTROLLED_SYNTHETIC
H0000150,SME000460,WORKING_CAPITAL_LOAN,2023-05-29,854203.720000,36955.750000,True,CONTROLLED_SYNTHETIC
H0000151,SME000462,WORKING_CAPITAL_LOAN,2021-06-22,2290024.230000,20768.870000,True,CONTROLLED_SYNTHETIC
H0000152,SME000464,WORKING_CAPITAL_LOAN,2022-04-22,62176880.890000,3269447.570000,True,CONTROLLED_SYNTHETIC
H0000153,SME000465,WORKING_CAPITAL_LOAN,2022-12-28,4100906.380000,112376.390000,True,CONTROLLED_SYNTHETIC
H0000154,SME000476,WORKING_CAPITAL_LOAN,2021-02-08,1804886.990000,88366.110000,True,CONTROLLED_SYNTHETIC
H0000155,SME000486,WORKING_CAPITAL_LOAN,2025-03-31,28254221.470000,220192.310000,True,CONTROLLED_SYNTHETIC
H0000156,SME000491,WORKING_CAPITAL_LOAN,2021-04-30,3942019.710000,212859.280000,True,CONTROLLED_SYNTHETIC
H0000157,SME000495,WORKING_CAPITAL_LOAN,2023-09-17,7112906.530000,30610.400000,True,CONTROLLED_SYNTHETIC
H0000158,SME000496,WORKING_CAPITAL_LOAN,2021-12-12,44481040.820000,293076.030000,True,CONTROLLED_SYNTHETIC
H0000159,SME000497,WORKING_CAPITAL_LOAN,2025-05-05,14113518.910000,477746.520000,True,CONTROLLED_SYNTHETIC
H0000160,SME000501,WORKING_CAPITAL_LOAN,2024-03-16,3057264.040000,59304.580000,True,CONTROLLED_SYNTHETIC
H0000161,SME000502,WORKING_CAPITAL_LOAN,2022-05-02,902605.740000,37985.490000,True,CONTROLLED_SYNTHETIC
H0000162,SME000507,WORKING_CAPITAL_LOAN,2025-12-11,11221257.990000,265404.300000,True,CONTROLLED_SYNTHETIC
H0000163,SME000522,WORKING_CAPITAL_LOAN,2021-03-22,776870.470000,15668.400000,True,CONTROLLED_SYNTHETIC
H0000164,SME000529,WORKING_CAPITAL_LOAN,2020-08-02,938709.140000,38181.460000,True,CONTROLLED_SYNTHETIC
H0000165,SME000530,WORKING_CAPITAL_LOAN,2023-09-01,1404754.360000,33513.040000,True,CONTROLLED_SYNTHETIC
H0000166,SME000532,WORKING_CAPITAL_LOAN,2025-03-03,4288260.670000,77428.040000,True,CONTROLLED_SYNTHETIC
H0000167,SME000536,WORKING_CAPITAL_LOAN,2026-01-04,459158.700000,24649.910000,True,CONTROLLED_SYNTHETIC
H0000168,SME000539,WORKING_CAPITAL_LOAN,2023-01-08,1327238.120000,65567.070000,True,CONTROLLED_SYNTHETIC
H0000169,SME000540,WORKING_CAPITAL_LOAN,2021-07-01,1149905.390000,35417.520000,True,CONTROLLED_SYNTHETIC
H0000170,SME000541,WORKING_CAPITAL_LOAN,2020-11-04,8705052.160000,38836.850000,True,CONTROLLED_SYNTHETIC
H0000171,SME000542,WORKING_CAPITAL_LOAN,2025-11-29,600420.120000,4807.770000,True,CONTROLLED_SYNTHETIC
H0000172,SME000546,WORKING_CAPITAL_LOAN,2022-01-07,774272.280000,25861.580000,True,CONTROLLED_SYNTHETIC
H0000173,SME000549,WORKING_CAPITAL_LOAN,2021-03-12,517262.050000,14603.900000,True,CONTROLLED_SYNTHETIC
H0000174,SME000553,WORKING_CAPITAL_LOAN,2020-08-10,390576.230000,15180.510000,True,CONTROLLED_SYNTHETIC
H0000175,SME000556,WORKING_CAPITAL_LOAN,2023-06-13,1326426.470000,15971.110000,True,CONTROLLED_SYNTHETIC
H0000176,SME000559,WORKING_CAPITAL_LOAN,2024-11-23,3897250.560000,125661.790000,True,CONTROLLED_SYNTHETIC
H0000177,SME000563,WORKING_CAPITAL_LOAN,2024-12-07,4592006.600000,235497.010000,True,CONTROLLED_SYNTHETIC
H0000178,SME000564,WORKING_CAPITAL_LOAN,2023-10-26,2043924.720000,107745.140000,True,CONTROLLED_SYNTHETIC
H0000179,SME000567,WORKING_CAPITAL_LOAN,2025-07-15,4312816.460000,35823.820000,True,CONTROLLED_SYNTHETIC
H0000180,SME000568,WORKING_CAPITAL_LOAN,2023-03-21,5651556.360000,295134.510000,True,CONTROLLED_SYNTHETIC
H0000181,SME000569,WORKING_CAPITAL_LOAN,2024-09-28,7576444.420000,408246.840000,True,CONTROLLED_SYNTHETIC
H0000182,SME000570,WORKING_CAPITAL_LOAN,2021-07-16,38015082.230000,1525519.340000,True,CONTROLLED_SYNTHETIC
H0000183,SME000572,WORKING_CAPITAL_LOAN,2020-03-28,1903864.780000,44514.360000,True,CONTROLLED_SYNTHETIC
H0000184,SME000575,WORKING_CAPITAL_LOAN,2020-03-28,23117476.160000,270972.730000,True,CONTROLLED_SYNTHETIC
H0000185,SME000579,WORKING_CAPITAL_LOAN,2022-04-23,812947.410000,24444.970000,True,CONTROLLED_SYNTHETIC
H0000186,SME000580,WORKING_CAPITAL_LOAN,2024-01-09,3460364.650000,81647.230000,True,CONTROLLED_SYNTHETIC
H0000187,SME000581,WORKING_CAPITAL_LOAN,2020-09-09,1228678.330000,43775.190000,True,CONTROLLED_SYNTHETIC
H0000188,SME000584,WORKING_CAPITAL_LOAN,2023-09-01,28490640.190000,780237.960000,True,CONTROLLED_SYNTHETIC
H0000189,SME000585,WORKING_CAPITAL_LOAN,2025-04-26,1188536.400000,35188.960000,True,CONTROLLED_SYNTHETIC
H0000190,SME000587,WORKING_CAPITAL_LOAN,2023-07-20,1434999.360000,53469.060000,True,CONTROLLED_SYNTHETIC
H0000191,SME000588,WORKING_CAPITAL_LOAN,2020-06-17,1094483.930000,40578.090000,True,CONTROLLED_SYNTHETIC
H0000192,SME000590,WORKING_CAPITAL_LOAN,2020-07-22,1034639.260000,13796.980000,True,CONTROLLED_SYNTHETIC
H0000193,SME000596,WORKING_CAPITAL_LOAN,2020-06-02,4971711.030000,50339.210000,True,CONTROLLED_SYNTHETIC
H0000194,SME000599,WORKING_CAPITAL_LOAN,2022-03-10,4481915.830000,144651.330000,True,CONTROLLED_SYNTHETIC
H0000195,SME000602,WORKING_CAPITAL_LOAN,2022-02-11,1176805.910000,23688.200000,True,CONTROLLED_SYNTHETIC
H0000196,SME000606,WORKING_CAPITAL_LOAN,2020-02-07,385458.340000,17101.380000,True,CONTROLLED_SYNTHETIC
H0000197,SME000608,WORKING_CAPITAL_LOAN,2024-01-30,743990.000000,16784.380000,True,CONTROLLED_SYNTHETIC
H0000198,SME000609,WORKING_CAPITAL_LOAN,2022-04-06,844666.480000,9560.310000,True,CONTROLLED_SYNTHETIC
H0000199,SME000611,WORKING_CAPITAL_LOAN,2024-07-25,2961339.090000,93967.240000,True,CONTROLLED_SYNTHETIC
H0000200,SME000612,WORKING_CAPITAL_LOAN,2020-07-04,2418955.690000,76742.100000,True,CONTROLLED_SYNTHETIC
H0000201,SME000613,WORKING_CAPITAL_LOAN,2026-02-27,1565078.350000,12456.000000,True,CONTROLLED_SYNTHETIC
H0000202,SME000619,WORKING_CAPITAL_LOAN,2024-12-11,1907253.070000,27064.990000,True,CONTROLLED_SYNTHETIC
H0000203,SME000621,WORKING_CAPITAL_LOAN,2024-06-25,3380655.030000,48360.660000,True,CONTROLLED_SYNTHETIC
H0000204,SME000626,WORKING_CAPITAL_LOAN,2025-07-11,1054095.780000,46773.890000,True,CONTROLLED_SYNTHETIC
H0000205,SME000631,WORKING_CAPITAL_LOAN,2025-02-22,5988880.340000,139423.630000,True,CONTROLLED_SYNTHETIC
H0000206,SME000632,WORKING_CAPITAL_LOAN,2023-11-28,496188.660000,6027.000000,True,CONTROLLED_SYNTHETIC
H0000207,SME000635,WORKING_CAPITAL_LOAN,2024-01-10,76163453.800000,1155121.720000,True,CONTROLLED_SYNTHETIC
H0000208,SME000636,WORKING_CAPITAL_LOAN,2020-04-22,1065607.820000,20815.090000,True,CONTROLLED_SYNTHETIC
H0000209,SME000642,WORKING_CAPITAL_LOAN,2021-02-23,1846965.250000,34775.890000,True,CONTROLLED_SYNTHETIC
H0000210,SME000644,WORKING_CAPITAL_LOAN,2024-06-13,886235.730000,20795.460000,True,CONTROLLED_SYNTHETIC
H0000211,SME000646,WORKING_CAPITAL_LOAN,2020-07-27,4156156.430000,29112.120000,True,CONTROLLED_SYNTHETIC
